         140802 function calls (136090 primitive calls) in 0.230 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ipv6.py:4(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 itercompat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 json.py:23(Serializer)
        1    0.000    0.000    0.001    0.001 json.py:3(<module>)
        1    0.000    0.000    0.000    0.000 json.py:89(DjangoJSONEncoder)
        1    0.000    0.000    0.001    0.001 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:13(LazyDict)
        2    0.000    0.000    0.000    0.000 lazy.py:135(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:140(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:145(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:168(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:80(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:87(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:92(lazy)
        1    0.000    0.000    0.001    0.001 library.py:1(<module>)
        1    0.000    0.000    0.000    0.000 library.py:15(InvalidTemplateLibrary)
        1    0.000    0.000    0.000    0.000 library.py:175(TagHelperNode)
        1    0.000    0.000    0.000    0.000 library.py:19(Library)
        1    0.000    0.000    0.000    0.000 library.py:195(SimpleNode)
        1    0.000    0.000    0.000    0.000 library.py:212(InclusionNode)
        1    0.000    0.000    0.000    0.000 library.py:26(__init__)
        4    0.000    0.000    0.000    0.000 library.py:30(tag)
        1    0.000    0.000    0.000    0.000 library.py:40(dec)
        2    0.000    0.000    0.000    0.000 library.py:53(tag_function)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:75(LoaderOrigin)
        1    0.000    0.000    0.000    0.000 locale.py:508(getdefaultlocale)
        1    0.000    0.000    0.001    0.001 locks.py:18(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:48(_OFFSET)
        1    0.000    0.000    0.000    0.000 locks.py:53(_OFFSET_UNION)
        1    0.000    0.000    0.000    0.000 locks.py:59(OVERLAPPED)
        1    0.000    0.000    0.001    0.001 lookups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lookups.py:121(Transform)
        1    0.000    0.000    0.000    0.000 lookups.py:13(Lookup)
        1    0.000    0.000    0.000    0.000 lookups.py:143(BuiltinLookup)
        1    0.000    0.000    0.000    0.000 lookups.py:165(FieldGetDbPrepValueMixin)
        1    0.000    0.000    0.000    0.000 lookups.py:186(FieldGetDbPrepValueIterableMixin)
        1    0.000    0.000    0.000    0.000 lookups.py:194(Exact)
        1    0.000    0.000    0.000    0.000 lookups.py:199(IExact)
        1    0.000    0.000    0.000    0.000 lookups.py:213(GreaterThan)
        1    0.000    0.000    0.000    0.000 lookups.py:218(GreaterThanOrEqual)
        1    0.000    0.000    0.000    0.000 lookups.py:223(LessThan)
        1    0.000    0.000    0.000    0.000 lookups.py:228(LessThanOrEqual)
        1    0.000    0.000    0.000    0.000 lookups.py:233(IntegerFieldFloatRounding)
        1    0.000    0.000    0.000    0.000 lookups.py:244(IntegerGreaterThanOrEqual)
        1    0.000    0.000    0.000    0.000 lookups.py:249(IntegerLessThan)
        1    0.000    0.000    0.000    0.000 lookups.py:254(In)
        1    0.000    0.000    0.000    0.000 lookups.py:323(PatternLookup)
        1    0.000    0.000    0.000    0.000 lookups.py:343(Contains)
        1    0.000    0.000    0.000    0.000 lookups.py:355(IContains)
        1    0.000    0.000    0.000    0.000 lookups.py:361(StartsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:373(IStartsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:385(EndsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:397(IEndsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:409(Range)
        1    0.000    0.000    0.000    0.000 lookups.py:430(IsNull)
        1    0.000    0.000    0.000    0.000 lookups.py:443(Search)
        1    0.000    0.000    0.000    0.000 lookups.py:459(Regex)
        1    0.000    0.000    0.000    0.000 lookups.py:474(IRegex)
        1    0.000    0.000    0.000    0.000 lookups.py:479(YearLookup)
        1    0.000    0.000    0.000    0.000 lookups.py:489(YearComparisonLookup)
        1    0.000    0.000    0.000    0.000 lookups.py:509(YearExact)
        1    0.000    0.000    0.000    0.000 lookups.py:530(YearGt)
        1    0.000    0.000    0.000    0.000 lookups.py:537(YearGte)
        1    0.000    0.000    0.000    0.000 lookups.py:544(YearLt)
        1    0.000    0.000    0.000    0.000 lookups.py:551(YearLte)
        1    0.000    0.000    0.000    0.000 lru_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.004    0.004 manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:105(from_queryset)
        1    0.000    0.000    0.000    0.000 manager.py:11(BaseManager)
        1    0.000    0.000    0.000    0.000 manager.py:175(Manager)
        1    0.000    0.000    0.000    0.000 manager.py:179(ManagerDescriptor)
        1    0.000    0.000    0.000    0.000 manager.py:205(EmptyManager)
        1    0.000    0.000    0.000    0.000 manager.py:81(_get_queryset_methods)
       37    0.000    0.000    0.000    0.000 manager.py:83(create_method)
        1    0.000    0.000    0.005    0.005 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:106(Message)
        1    0.000    0.000    0.000    0.000 message.py:1140(EmailMessage)
        1    0.000    0.000    0.000    0.000 message.py:14(MIMEMessage)
        1    0.000    0.000    0.000    0.000 message.py:168(MIMEMixin)
        1    0.000    0.000    0.000    0.000 message.py:202(SafeMIMEMessage)
        1    0.000    0.000    0.000    0.000 message.py:210(SafeMIMEText)
        1    0.000    0.000    0.000    0.000 message.py:236(SafeMIMEMultipart)
        1    0.000    0.000    0.000    0.000 message.py:247(EmailMessage)
        1    0.000    0.000    0.000    0.000 message.py:38(BadHeaderError)
        1    0.000    0.000    0.000    0.000 message.py:462(EmailMultiAlternatives)
        2    0.000    0.000    0.015    0.007 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
        1    0.000    0.000    0.000    0.000 messages.py:14(CheckMessage)
       23    0.000    0.000    0.000    0.000 messages.py:17(__init__)
        1    0.000    0.000    0.000    0.000 messages.py:2(<module>)
        1    0.000    0.000    0.000    0.000 messages.py:59(Debug)
        1    0.000    0.000    0.000    0.000 messages.py:64(Info)
        1    0.000    0.000    0.000    0.000 messages.py:69(Warning)
       20    0.000    0.000    0.000    0.000 messages.py:70(__init__)
        1    0.000    0.000    0.000    0.000 messages.py:74(Error)
        3    0.000    0.000    0.000    0.000 messages.py:75(__init__)
        1    0.000    0.000    0.000    0.000 messages.py:79(Critical)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:373(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 model_checks.py:2(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1060(InlineForeignKeyField)
        1    0.000    0.000    0.000    0.000 models.py:1101(ModelChoiceIterator)
        1    0.000    0.000    0.000    0.000 models.py:1123(ModelChoiceField)
        1    0.000    0.000    0.000    0.000 models.py:1229(ModelMultipleChoiceField)
        1    0.000    0.000    0.000    0.000 models.py:180(ModelFormOptions)
        1    0.000    0.000    0.000    0.000 models.py:193(ModelFormMetaclass)
        1    0.000    0.000    0.000    0.000 models.py:194(__new__)
        1    0.000    0.000    0.000    0.000 models.py:264(BaseModelForm)
        1    0.000    0.000    0.000    0.000 models.py:4(<module>)
        1    0.000    0.000    0.000    0.000 models.py:459(ModelForm)
        1    0.000    0.000    0.000    0.000 models.py:548(BaseModelFormSet)
        1    0.000    0.000    0.000    0.000 models.py:859(BaseInlineFormSet)
        1    0.000    0.000    0.000    0.000 module_loading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 move.py:6(<module>)
        1    0.000    0.000    0.000    0.000 multipart.py:13(MIMEMultipart)
        1    0.000    0.000    0.000    0.000 multipart.py:5(<module>)
        1    0.000    0.000    0.000    0.000 multipartparser.py:30(MultiPartParserError)
        1    0.000    0.000    0.000    0.000 multipartparser.py:322(LazyStream)
        1    0.000    0.000    0.000    0.000 multipartparser.py:34(InputStreamExhausted)
        1    0.000    0.000    0.000    0.000 multipartparser.py:437(ChunkIter)
        1    0.000    0.000    0.000    0.000 multipartparser.py:461(InterBoundaryIter)
        1    0.000    0.000    0.000    0.000 multipartparser.py:47(MultiPartParser)
        1    0.000    0.000    0.000    0.000 multipartparser.py:479(BoundaryIter)
        1    0.000    0.000    0.029    0.029 multipartparser.py:6(<module>)
        1    0.000    0.000    0.000    0.000 multipartparser.py:654(Parser)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:14(MIMENonMultipart)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:5(<module>)
      128    0.000    0.000    0.000    0.000 ntpath.py:120(splitdrive)
        1    0.000    0.000    0.000    0.000 ntpath.py:45(normcase)
       64    0.000    0.000    0.000    0.000 ntpath.py:74(join)
        1    0.000    0.000    0.000    0.000 numberformat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
      114    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:76(Options)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:720(__getitem__)
        1    0.000    0.000    0.000    0.000 os.py:782(check_str)
        1    0.000    0.000    0.000    0.000 os.py:788(encodekey)
        1    0.000    0.000    0.000    0.000 parse.py:117(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:125(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:133(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:237(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:245(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:250(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:256(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:264(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:269(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:648(Quoter)
        1    0.000    0.000    0.005    0.005 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.017    0.017 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:9(OrderWrt)
        1    0.000    0.000    0.000    0.000 python.py:18(Serializer)
        1    0.000    0.000    0.000    0.000 python.py:5(<module>)
        1    0.000    0.000    0.000    0.000 query.py:113(ValuesListIterable)
        1    0.000    0.000    0.000    0.000 query.py:116(Query)
        1    0.000    0.000    0.000    0.000 query.py:1190(InstanceCheckMeta)
        1    0.000    0.000    0.000    0.000 query.py:1195(EmptyQuerySet)
        1    0.000    0.000    0.000    0.000 query.py:1205(RawQuerySet)
        1    0.000    0.000    0.000    0.000 query.py:1327(Prefetch)
        1    0.000    0.000    0.000    0.000 query.py:146(FlatValuesListIterable)
        1    0.000    0.000    0.000    0.000 query.py:159(QuerySet)
        1    0.000    0.000    0.000    0.000 query.py:1657(RelatedPopulator)
        1    0.000    0.000    0.000    0.000 query.py:2002(JoinPromoter)
        1    0.000    0.000    0.002    0.002 query.py:3(<module>)
        1    0.000    0.000    0.000    0.000 query.py:38(BaseIterable)
        1    0.000    0.000    0.000    0.000 query.py:43(ModelIterable)
        1    0.000    0.000    0.000    0.000 query.py:48(RawQuery)
        1    0.000    0.000    0.003    0.003 query.py:8(<module>)
        1    0.000    0.000    0.000    0.000 query.py:91(ValuesIterable)
        1    0.000    0.000    0.000    0.000 query_utils.py:134(RegisterLookupMixin)
       40    0.000    0.000    0.000    0.000 query_utils.py:168(register_lookup)
        1    0.000    0.000    0.000    0.000 query_utils.py:23(InvalidQuery)
        1    0.000    0.000    0.000    0.000 query_utils.py:30(QueryWrapper)
        1    0.000    0.000    0.000    0.000 query_utils.py:44(Q)
        1    0.000    0.000    0.001    0.001 query_utils.py:7(<module>)
        1    0.000    0.000    0.000    0.000 query_utils.py:86(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:37(<module>)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:661(seed)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        2    0.000    0.000    0.000    0.000 random.py:84(__init__)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
       90    0.000    0.000    0.027    0.000 re.py:222(compile)
       19    0.000    0.000    0.000    0.000 re.py:240(escape)
       90    0.001    0.000    0.027    0.000 re.py:278(_compile)
        1    0.000    0.000    0.000    0.000 regex_helper.py:30(Choice)
        1    0.000    0.000    0.000    0.000 regex_helper.py:38(Group)
        1    0.000    0.000    0.000    0.000 regex_helper.py:44(NonCapture)
        1    0.000    0.000    0.000    0.000 regex_helper.py:7(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:13(Apps)
        1    0.000    0.000    0.000    0.000 registry.py:2(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:20(__init__)
        1    0.000    0.000    0.000    0.000 registry.py:24(CheckRegistry)
        1    0.000    0.000    0.000    0.000 registry.py:26(__init__)
       25    0.000    0.000    0.000    0.000 registry.py:30(register)
       25    0.000    0.000    0.000    0.000 registry.py:48(inner)
        1    0.000    0.000    0.000    0.000 registry.py:9(Tags)
        1    0.000    0.000    0.002    0.002 related.py:1(<module>)
        1    0.000    0.000    0.000    0.000 related.py:1074(ManyToManyField)
        1    0.000    0.000    0.000    0.000 related.py:427(ForeignObject)
        1    0.000    0.000    0.000    0.000 related.py:715(ForeignKey)
        1    0.000    0.000    0.000    0.000 related.py:957(OneToOneField)
        1    0.000    0.000    0.000    0.000 related.py:97(RelatedField)
        1    0.000    0.000    0.000    0.000 related_descriptors.py:261(ReverseOneToOneDescriptor)
        1    0.000    0.000    0.000    0.000 related_descriptors.py:434(ReverseManyToOneDescriptor)
        1    0.000    0.000    0.000    0.000 related_descriptors.py:61(<module>)
        1    0.000    0.000    0.000    0.000 related_descriptors.py:693(ManyToManyDescriptor)
        1    0.000    0.000    0.000    0.000 related_descriptors.py:75(ForwardManyToOneDescriptor)
        1    0.000    0.000    0.001    0.001 related_lookups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 related_lookups.py:118(RelatedExact)
        1    0.000    0.000    0.000    0.000 related_lookups.py:122(RelatedLessThan)
        1    0.000    0.000    0.000    0.000 related_lookups.py:126(RelatedGreaterThan)
        1    0.000    0.000    0.000    0.000 related_lookups.py:130(RelatedGreaterThanOrEqual)
        1    0.000    0.000    0.000    0.000 related_lookups.py:134(RelatedLessThanOrEqual)
        1    0.000    0.000    0.000    0.000 related_lookups.py:138(RelatedIsNull)
        1    0.000    0.000    0.000    0.000 related_lookups.py:43(RelatedIn)
        1    0.000    0.000    0.000    0.000 related_lookups.py:7(MultiColSource)
        1    0.000    0.000    0.000    0.000 related_lookups.py:87(RelatedLookupMixin)
        1    0.000    0.000    0.061    0.061 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:30(UnreadablePostError)
        1    0.000    0.000    0.000    0.000 request.py:34(RawPostDataException)
        1    0.000    0.000    0.000    0.000 request.py:354(QueryDict)
        1    0.000    0.000    0.000    0.000 request.py:43(HttpRequest)
        1    0.000    0.000    0.000    0.000 resolvers.py:111(RegexURLPattern)
        1    0.000    0.000    0.000    0.000 resolvers.py:150(RegexURLResolver)
        1    0.000    0.000    0.000    0.000 resolvers.py:29(ResolverMatch)
        1    0.000    0.000    0.000    0.000 resolvers.py:393(LocaleRegexURLResolver)
        1    0.000    0.000    0.001    0.001 resolvers.py:7(<module>)
        1    0.000    0.000    0.000    0.000 resolvers.py:80(LocaleRegexProvider)
        1    0.000    0.000    0.112    0.112 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:27(BadHeaderError)
        1    0.000    0.000    0.000    0.000 response.py:281(HttpResponse)
        1    0.000    0.000    0.000    0.000 response.py:31(HttpResponseBase)
        1    0.000    0.000    0.000    0.000 response.py:350(StreamingHttpResponse)
        1    0.000    0.000    0.000    0.000 response.py:395(FileResponse)
        1    0.000    0.000    0.000    0.000 response.py:413(HttpResponseRedirectBase)
        1    0.000    0.000    0.000    0.000 response.py:434(HttpResponseRedirect)
        1    0.000    0.000    0.000    0.000 response.py:438(HttpResponsePermanentRedirect)
        1    0.000    0.000    0.000    0.000 response.py:442(HttpResponseNotModified)
        1    0.000    0.000    0.000    0.000 response.py:456(HttpResponseBadRequest)
        1    0.000    0.000    0.000    0.000 response.py:460(HttpResponseNotFound)
        1    0.000    0.000    0.000    0.000 response.py:464(HttpResponseForbidden)
        1    0.000    0.000    0.000    0.000 response.py:468(HttpResponseNotAllowed)
        1    0.000    0.000    0.000    0.000 response.py:484(HttpResponseGone)
        1    0.000    0.000    0.000    0.000 response.py:488(HttpResponseServerError)
        1    0.000    0.000    0.000    0.000 response.py:492(Http404)
        1    0.000    0.000    0.000    0.000 response.py:496(JsonResponse)
        1    0.000    0.000    0.000    0.000 reverse_related.py:10(<module>)
        1    0.000    0.000    0.000    0.000 reverse_related.py:186(ManyToOneRel)
        1    0.000    0.000    0.000    0.000 reverse_related.py:232(OneToOneRel)
        1    0.000    0.000    0.000    0.000 reverse_related.py:24(ForeignObjectRel)
        1    0.000    0.000    0.000    0.000 reverse_related.py:254(ManyToManyRel)
        1    0.000    0.000    0.000    0.000 safestring.py:14(EscapeData)
        1    0.000    0.000    0.000    0.000 safestring.py:18(EscapeBytes)
        1    0.000    0.000    0.000    0.000 safestring.py:25(EscapeText)
        1    0.000    0.000    0.000    0.000 safestring.py:39(SafeData)
        1    0.000    0.000    0.000    0.000 safestring.py:49(SafeBytes)
        1    0.000    0.000    0.000    0.000 safestring.py:6(<module>)
        1    0.000    0.000    0.000    0.000 safestring.py:82(SafeText)
        1    0.000    0.000    0.000    0.000 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 sessions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sessions.py:36(add_httponly_message)
        3    0.000    0.000    0.000    0.000 sessions.py:7(add_session_cookie_message)
        1    0.000    0.000    0.207    0.207 shortcuts.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.009    0.009 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        3    0.000    0.000    0.002    0.001 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:13(ModelSignal)
        1    0.000    0.000    0.000    0.000 signing.py:152(Signer)
        1    0.000    0.000    0.000    0.000 signing.py:184(TimestampSigner)
        1    0.000    0.000    0.011    0.011 signing.py:34(<module>)
        1    0.000    0.000    0.000    0.000 signing.py:54(BadSignature)
        1    0.000    0.000    0.000    0.000 signing.py:61(SignatureExpired)
        1    0.000    0.000    0.000    0.000 signing.py:87(JSONSerializer)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        6    0.000    0.000    0.024    0.004 six.py:114(_resolve)
        1    0.000    0.000    0.010    0.010 six.py:117(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
       13    0.000    0.000    0.003    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        9    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.010    0.002 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
       19    0.000    0.000    0.027    0.001 six.py:80(_import_module)
        7    0.000    0.000    0.000    0.000 six.py:800(with_metaclass)
        7    0.000    0.000    0.000    0.000 six.py:805(metaclass)
        7    0.000    0.000    0.000    0.000 six.py:807(__new__)
       18    0.000    0.000    0.000    0.000 six.py:828(python_2_unicode_compatible)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      127    0.000    0.000    0.000    0.000 six.py:88(__init__)
       17    0.000    0.000    0.018    0.001 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:120(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:532(SocketIO)
      165    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      166    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      169    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      260    0.001    0.000    0.003    0.000 sre_compile.py:221(_compile_charset)
      260    0.002    0.000    0.003    0.000 sre_compile.py:248(_optimize_charset)
       39    0.000    0.000    0.000    0.000 sre_compile.py:374(_mk_bitmap)
       39    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
        4    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
      273    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
       21    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
       87    0.000    0.000    0.002    0.000 sre_compile.py:412(_compile_info)
      174    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
       87    0.000    0.000    0.009    0.000 sre_compile.py:516(_code)
       87    0.000    0.000    0.027    0.000 sre_compile.py:531(compile)
   688/87    0.003    0.000    0.007    0.000 sre_compile.py:64(_compile)
      714    0.000    0.000    0.000    0.000 sre_parse.py:105(__init__)
     1111    0.000    0.000    0.000    0.000 sre_parse.py:153(__len__)
       14    0.000    0.000    0.000    0.000 sre_parse.py:155(__delitem__)
     2874    0.001    0.000    0.002    0.000 sre_parse.py:157(__getitem__)
      285    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
     1087    0.000    0.000    0.000    0.000 sre_parse.py:165(append)
 1091/491    0.002    0.000    0.002    0.000 sre_parse.py:167(getwidth)
       88    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
     6796    0.003    0.000    0.003    0.000 sre_parse.py:226(__next)
     1968    0.001    0.000    0.001    0.000 sre_parse.py:242(match)
     5573    0.002    0.000    0.004    0.000 sre_parse.py:247(get)
       11    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
       64    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
      920    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
      193    0.000    0.000    0.000    0.000 sre_parse.py:312(_class_escape)
      219    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
   287/88    0.001    0.000    0.016    0.000 sre_parse.py:429(_parse_sub)
   375/98    0.005    0.000    0.015    0.000 sre_parse.py:491(_parse)
       88    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
      432    0.000    0.000    0.000    0.000 sre_parse.py:75(groups)
      127    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
       88    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
    88/87    0.000    0.000    0.017    0.000 sre_parse.py:819(parse)
      127    0.000    0.000    0.001    0.000 sre_parse.py:90(closegroup)
